D:\data\MAPPING\JULY20A-GARTNET.b\MAPPING.d
Intensity Vs Time,CPS
Acquired      : 2016/7/20 14:58:22 using Batch JULY20A-GARTNET.b
Time [Sec],Li7,B11,Na23,Mg25,Al27,Si29,P31,K39,Ca42,Sc45,Ti49,V51,Cr53,Mn55,Fe57,Co59,Ni60,Cu63,Zn66,Ga71,Rb85,Sr88,Y89,Zr90,Sn118,Ba137,La139,Ce140,Pr141,Nd146,Sm147,Eu153,Gd157,Tb159,Dy163,Ho165,Er166,Tm169,Yb172,Lu175,Hf178,Ta181,W182,Au197,Pb208,Th232,U238
3016.3562,20513.76,5701.07,17043322.26,945995.47,129018036.49,5473248.57,54197.55,11557566.21,3594007.69,82930.38,1407028.51,184237.84,476858.74,23514682.52,2011882.84,4500.69,5801.14,265475.27,1797218.72,17410.36,85753.05,412090.43,229000.56,1329524.83,9603.25,17911.45,9603.30,41862.62,10704.10,12905.98,3400.42,1900.13,6301.44,8002.32,13006.14,10704.16,9703.42,5601.14,9503.30,4900.88,18612.69,5200.99,415241.89,0.00,62947.66,72900.90,9203.22
3016.9541,20413.62,3000.30,15218032.13,864151.46,138663837.56,5280941.49,40354.10,10788019.45,3778440.69,62430.65,1138211.81,177860.66,327073.78,23870008.55,2132546.12,6201.30,3200.35,227242.63,1389854.60,14707.39,85853.65,298959.35,166453.34,844313.62,9803.39,17611.07,10403.87,45975.51,11104.41,14807.87,4400.70,2000.14,6001.30,5701.18,10704.16,6601.58,10203.79,3000.33,6701.64,4200.65,14808.04,3500.45,590858.30,100.00,77222.10,90509.47,11605.12
3017.5520,12605.20,6201.26,8864614.86,713789.60,139161279.35,4639076.49,30530.98,10344610.47,4053004.54,40655.45,789131.24,156420.96,362996.66,27444585.61,2113550.42,4900.81,3600.44,144304.70,1135420.27,13005.78,62233.39,157351.64,124030.10,536692.77,11004.27,10203.72,18311.98,72387.02,14407.43,15808.97,3200.37,3000.32,3900.55,5501.10,7301.94,4300.67,5901.27,3200.37,3000.33,4000.59,9403.24,2700.27,803762.40,100.00,57724.19,101589.72,9903.73
3018.1499,9803.14,10803.83,4326530.64,659397.07,143501048.87,5306130.57,44967.17,7432647.60,4567278.77,28226.74,779756.25,183934.11,397259.81,31236085.55,2224156.46,4200.60,4000.54,106685.66,637139.11,16809.66,51089.93,90582.89,105181.47,451139.75,7501.99,11504.73,23720.10,84555.07,16509.75,16109.32,5100.94,2800.28,3800.52,3800.52,7502.04,5200.98,5801.22,2500.23,3300.40,3100.35,13706.88,2900.31,858243.85,100.00,74305.67,104915.60,12906.33
3018.7480,9803.14,6001.18,3105903.37,559585.35,131577017.66,4891740.68,40454.37,6845396.63,4160397.34,66247.09,1214750.59,262402.10,446431.64,28063153.76,2107155.72,3100.33,4400.66,90779.38,516948.73,19112.48,49283.69,116668.85,117778.10,690002.69,10103.60,10804.17,21015.78,69472.28,16910.23,17811.39,4300.66,2900.30,6301.44,5501.10,7301.94,6101.35,7602.10,3900.55,4700.81,3600.47,20916.03,4000.59,601510.16,0.00,100072.68,84268.33,10504.20
3019.3462,14707.07,6101.22,3122300.38,720706.98,138766404.31,5173267.58,42961.32,5582786.76,3944386.10,135715.91,1766674.12,363195.51,974450.20,28251654.26,2171750.49,4600.72,5701.10,222978.08,983918.75,20314.10,54703.09,150681.15,164025.83,886504.69,14707.63,42765.22,20214.60,62941.44,16609.87,17511.01,5301.01,3300.39,5901.26,6201.39,10704.16,11905.15,9403.22,5801.23,7602.11,5100.95,26826.36,4100.62,347789.45,100.00,111159.64,74509.86,11505.03
3019.9443,24018.86,6401.34,4111976.31,814501.32,132584236.09,5231433.40,42660.46,9004244.18,3998891.01,184739.37,1706747.67,437667.04,1243958.79,24471072.67,2251278.02,7001.66,6501.43,303500.44,1693048.24,22517.32,80824.84,176166.80,233166.38,942275.78,12905.87,18111.71,13606.62,46276.50,12405.51,17010.39,5301.01,3200.37,5100.94,8702.74,14307.43,13606.73,12205.42,5701.18,10103.73,6801.69,25223.30,4000.59,154370.90,0.00,84968.82,54713.24,21317.27
3020.5422,31131.67,5601.03,7707013.28,1020151.37,140762978.00,5193902.21,46872.98,17664470.68,3628995.06,221840.92,1755207.85,485006.64,1400606.91,23832990.13,2355489.35,4800.78,6601.48,304623.32,1895780.51,22517.32,124028.69,257065.23,285391.11,1944816.41,9202.99,17811.32,12505.59,31535.55,9403.16,13606.65,6001.29,2500.23,7602.09,9002.94,17210.75,15208.40,16509.91,8202.45,13606.76,7502.06,43770.12,3600.48,55211.81,0.00,51599.26,89401.95,21918.26
3021.1404,30730.87,6001.18,9100739.58,1020899.26,146895125.09,5236116.75,85241.05,17921478.32,3942377.70,258322.29,1780616.07,760416.02,964101.35,21852874.20,2250759.85,5100.88,4100.57,227648.83,1455280.94,22817.79,116869.52,219554.52,300901.07,1150100.34,7602.04,12805.85,12305.41,25022.38,6601.56,9203.04,4700.79,2300.19,8902.87,9603.34,17911.64,14307.44,17210.77,8702.76,10804.26,8302.52,26525.77,3700.50,30834.91,0.00,41263.50,21016.73,8202.56
3021.7385,23618.23,3800.47,6299208.74,848221.49,135958659.63,5186576.43,158228.55,10736649.30,3840320.03,276341.60,2138491.79,1014464.26,357464.43,25303617.47,2499458.56,4200.60,4300.63,121197.47,811996.65,22717.63,56911.57,105281.95,358083.11,1022358.11,5601.11,8102.34,15508.60,26825.73,7001.75,10804.19,5401.05,2700.26,9203.06,13907.00,20415.12,20915.90,23820.63,11805.08,14407.58,10904.35,35044.97,3600.48,21917.64,0.00,56920.76,15108.65,6901.81
3022.3367,25821.80,2600.22,3240080.20,571312.70,133850369.24,5061017.74,190600.99,2297504.54,5258312.88,350171.09,2632084.28,1312025.98,579318.02,28591313.31,2788904.39,3700.46,6801.57,44266.54,258049.32,27024.95,8802.67,33338.39,373670.46,1460733.50,9403.12,5200.97,16109.27,22618.29,9203.03,11404.67,5601.13,4000.58,10604.07,11304.63,20615.42,19914.41,22718.76,12205.43,15608.89,11204.59,49489.63,6201.41,8102.41,0.00,56418.65,19013.69,4800.88
3022.9346,27624.95,3500.40,900335.13,450731.59,126843981.52,4922300.56,88962.52,816949.75,4737869.25,306013.65,2876144.26,1360669.02,576407.67,27390906.59,2719622.52,3300.37,3700.46,23118.16,109708.61,28026.83,3500.42,17510.60,433713.53,1840693.95,6901.68,4000.57,3800.52,15008.06,5901.25,13306.36,5701.17,2900.30,9803.48,13606.70,20314.98,20314.99,21416.67,10303.87,19013.19,13506.67,50794.41,7702.18,14007.21,0.00,68273.67,18212.57,5301.07
3023.5325,29227.92,2700.24,740612.70,451040.63,136731654.35,5742390.39,38950.41,856031.54,4917883.77,303258.11,3149825.43,1324096.38,1013549.12,30151182.32,2910050.50,3600.44,3300.37,19412.81,103765.61,29028.78,2300.18,14907.68,415077.98,2005395.69,7101.78,3600.46,2400.21,13006.05,6401.47,13006.07,6201.38,3700.49,7201.88,10704.15,23720.41,19714.12,22418.27,12305.52,19413.76,10704.19,48184.97,6401.50,14307.52,0.00,42166.31,20716.26,5601.19
3024.1304,31432.29,2900.28,471027.59,450216.55,131371692.43,5527665.57,29929.77,441629.59,5017479.86,262392.55,2824556.90,1287983.76,264801.97,28273363.87,2782486.13,3800.49,4500.69,20314.02,82330.33,28728.19,2700.25,8802.68,360543.16,1685127.56,5100.92,1100.04,1500.08,9903.51,6401.47,12305.44,4900.86,3200.37,8602.68,12705.84,21316.49,18913.00,18712.73,9703.43,16409.83,8902.90,36749.44,6301.46,21617.16,0.00,36349.29,18112.43,3600.49
3024.7285,27224.22,3700.45,415329.54,481149.41,148147410.83,5255451.65,26122.68,299368.38,5086002.38,203886.89,2925625.12,1278629.75,102050.54,29500171.06,2698401.05,2500.21,4600.72,11004.12,70870.74,27425.69,800.02,4200.61,370182.37,1455440.56,4400.68,2100.16,1800.12,10704.10,6301.42,10303.81,5100.94,3500.44,8702.74,12005.22,20314.98,16409.79,20014.56,9503.29,13907.06,8802.83,22318.25,4200.65,27427.62,100.00,28931.23,18112.43,4300.70
3025.3267,25120.63,1800.11,392019.19,441360.69,139996747.22,5443032.41,33437.16,294778.49,5147037.16,117663.23,2358587.70,1137465.24,72175.52,31435874.12,2589891.25,2800.27,2700.25,11404.42,56207.45,29529.79,1400.07,2200.17,311726.98,1052676.76,3900.54,400.01,600.01,10303.80,7401.96,9803.45,4400.70,2500.23,9103.00,9503.27,15909.19,15208.40,15809.09,6501.54,10103.73,6601.59,15208.47,2300.19,43970.94,0.00,28129.53,20215.48,2300.20
3025.9248,17409.91,2000.13,393353.17,380435.25,141070092.39,5040211.23,29528.98,276025.46,4990629.08,93995.86,2217485.27,986661.94,66649.70,32127277.52,2190616.64,2700.25,2700.25,11004.12,45570.65,21115.23,400.01,2900.29,269490.09,666747.36,4200.62,3200.37,900.03,12005.16,4300.66,10003.59,4900.86,2500.23,8302.49,7602.09,17511.13,12005.24,13506.63,6401.49,9303.16,5901.27,8102.41,2100.16,58224.33,100.00,34043.23,22419.04,2900.32
3026.5227,14306.69,3000.30,372228.13,380435.25,140013609.11,5024023.63,27825.74,276738.48,4657595.01,65041.80,1966334.88,868519.24,60121.84,36380548.79,2164213.45,2300.18,3300.37,12205.06,45470.34,25221.73,1600.09,4000.55,218743.46,495560.94,4300.65,700.02,600.01,8802.77,6001.29,8802.78,4500.73,3200.37,6601.58,7602.09,13406.52,10904.32,11704.98,4800.84,9903.58,5000.92,8102.41,900.03,66060.00,0.00,30835.48,23921.67,3000.34
3027.1208,14006.41,3500.40,346323.10,355948.61,141347413.52,4898239.35,27425.00,241942.50,4625645.99,56306.30,1845102.97,732669.73,50686.63,34097514.94,1924488.53,3000.31,3400.39,8602.52,31132.99,24320.21,600.01,1400.07,182545.96,482530.57,4300.65,1000.04,1000.04,12005.16,5901.25,13906.94,5200.97,2900.30,5000.90,6501.53,11204.56,11704.98,9002.95,4100.61,7802.22,4700.81,7702.17,1000.04,84159.52,0.00,27728.69,22218.70,2200.18
3027.7190,13706.14,3000.30,330678.52,367623.54,141054966.75,5777268.40,26523.38,207429.47,4827701.42,53395.60,1590890.57,681723.54,40956.58,33250932.25,2053984.27,2900.29,1800.11,8302.34,29930.50,22617.48,700.02,2500.22,172422.74,424345.46,4500.71,800.02,800.02,11704.90,5501.08,10003.59,4400.70,2000.14,8402.55,8202.44,9903.56,7602.10,7502.05,4000.58,6901.74,3700.50,6001.32,700.02,99965.94,0.00,28530.37,25825.26,3000.34
3028.3171,10403.54,2000.13,321585.40,373464.36,126445942.88,5074154.73,27324.82,257295.73,4923888.37,42460.47,1602878.03,609060.40,64841.70,30382512.81,1939963.01,3000.31,3000.31,5601.07,26924.68,23218.42,600.01,2600.23,150782.71,433305.76,4600.75,1000.04,400.01,10704.10,5501.08,11504.75,6001.29,1800.12,5401.06,7101.83,9103.01,5901.27,7502.05,3400.42,5801.23,3600.47,4600.78,600.01,97447.76,100.00,32940.48,23520.95,2600.26
3028.9150,10203.40,3300.36,333744.80,355334.40,125947212.21,5469252.69,26022.51,242450.61,4890744.61,41858.77,1453914.26,563199.46,38750.65,34640833.09,2020256.02,2200.16,2400.20,7702.02,24620.64,23318.58,900.03,4000.55,158767.58,403870.63,5501.07,700.02,600.01,14607.63,7702.12,11805.00,4500.73,2300.19,6001.30,7201.88,10103.71,9002.95,7001.78,2900.31,3900.56,2400.21,4400.71,700.02,119926.28,0.00,26826.86,29132.14,2400.22
3029.5129,9002.65,2100.14,334664.82,368853.00,135342428.32,4815539.69,26723.74,253633.94,4462883.12,29128.47,1404628.84,557178.22,33337.50,29392489.51,1830346.21,2000.14,3100.33,5901.18,19212.57,25021.39,400.01,2100.15,137046.91,354499.15,4300.65,500.01,1400.07,13606.62,7802.18,13106.17,6001.29,3600.47,7301.93,6901.73,9002.94,5200.98,4600.77,1800.12,3300.40,3600.47,4000.59,400.01,114782.19,0.00,28630.58,29833.70,3500.47
3030.1111,9102.71,2000.13,324139.11,368443.16,130257891.51,5405511.96,27525.18,239808.52,4455663.17,29529.26,1343160.52,451471.92,29930.22,30126122.10,1807299.36,2500.21,3600.44,4800.78,21115.18,25722.60,800.02,3400.40,124837.00,345382.13,5901.23,1000.04,1700.10,15808.94,9703.37,15308.41,5601.13,1700.10,5801.22,6001.30,8302.50,5701.18,5100.95,2400.21,3800.53,2000.15,3600.48,500.01,135774.16,0.00,29532.54,29533.03,2800.30
3030.7090,7902.04,1300.06,314641.53,386691.26,125690843.28,5434933.24,24319.66,225183.64,4680933.66,19012.13,1355071.98,452811.91,41959.38,33600123.20,1949160.55,2600.23,3100.33,4400.66,16309.06,20714.66,700.02,2300.18,110924.18,319291.82,5501.07,500.01,1000.04,16009.17,9803.44,15308.41,4400.70,2500.23,4600.77,5301.02,6601.58,5501.10,5501.10,1800.12,3800.53,1800.12,3100.35,700.02,156393.80,0.00,24923.18,29031.92,3300.41
3031.3071,5801.10,1100.04,315458.30,386383.52,141955176.61,5209874.99,25721.99,230158.57,4950903.94,13305.94,1154064.80,411945.51,23518.67,30265079.83,1967378.99,2100.15,3100.33,3700.47,15808.51,22116.71,300.00,2200.17,96924.02,289677.03,3400.41,1300.06,2000.14,15808.94,10203.73,13106.17,6401.47,2900.30,5601.13,5100.94,7001.78,5801.22,4200.64,800.02,2700.27,2000.15,2000.15,300.00,187483.02,0.00,32339.02,47786.40,4500.77
3031.9053,7401.79,1500.07,345811.60,392334.13,125706288.48,5445964.87,27625.37,288049.17,4419563.46,10603.78,1164488.68,373650.59,39753.31,30738497.40,2061321.10,2600.23,4200.60,4100.57,33037.15,19212.61,800.02,3600.45,91287.48,293350.10,5901.23,700.02,1600.09,18612.39,8302.47,16009.20,5301.01,3600.47,6101.35,6601.58,5401.06,4200.64,4200.64,3000.33,2700.27,1500.08,2000.15,400.01,201176.55,0.00,32038.30,40562.27,3000.34
3032.5032,5200.88,1400.06,312293.58,387306.76,129407628.21,5222378.23,27825.74,254956.15,4454015.26,7902.10,1038272.85,320528.30,26123.03,29562654.09,1757107.39,2100.15,2800.27,2500.21,13005.76,18411.58,700.02,2800.27,89476.21,220876.66,4800.81,900.03,1100.04,20615.20,9403.16,14007.04,5401.05,3600.47,4900.87,4500.73,5401.06,5801.22,2900.31,1800.12,2400.21,1400.07,2000.15,400.01,208383.84,0.00,25824.89,44976.55,2700.28
3033.1013,4100.55,2500.21,304639.72,317811.40,123115564.77,5286065.24,24319.66,214021.44,4722852.59,7802.04,849004.49,312254.49,34039.09,30573682.23,1944402.80,1800.11,2800.27,2000.14,14006.68,19613.14,500.01,2100.15,74089.48,207784.45,5100.92,1200.05,3200.37,21115.94,11104.41,19012.98,2500.22,3300.39,4700.80,3700.50,5401.06,3800.53,3300.40,1200.05,1500.08,1400.07,2300.19,100.00,256495.39,0.00,22719.26,42869.55,3700.52
3033.6995,3500.40,900.03,277830.47,365574.66,131862551.38,5090546.43,27725.55,201752.54,4823674.32,3500.41,675633.84,284402.29,12905.62,29081160.41,1858433.45,2100.15,3300.37,1100.04,7501.92,18611.84,400.01,1100.04,58417.86,157251.68,4800.81,200.00,1900.13,17911.47,7401.96,12805.89,2500.22,1700.10,2700.26,2500.23,2800.28,1200.05,1300.06,500.01,600.01,500.01,800.02,0.00,63849.48,0.00,2900.31,9103.14,500.01
3034.2976,900.03,500.01,207413.57,50985.98,18874762.98,510999.95,11104.10,124214.01,436935.34,600.01,60523.13,18611.68,4200.60,2041166.29,98146.37,300.00,200.00,200.00,900.03,900.03,300.00,100.00,2900.29,7602.00,500.01,0.00,0.00,300.00,200.00,500.01,100.00,200.00,200.00,0.00,100.00,0.00,100.00,0.00,100.00,0.00,0.00,0.00,3700.50,0.00,500.01,500.01,0.00
3034.8955,600.01,300.00,176221.42,4100.56,994990.10,76192.38,9302.88,118266.05,36644.96,200.00,5801.13,1800.11,600.01,144607.55,9102.81,0.00,0.00,0.00,0.00,0.00,600.01,0.00,400.01,1000.03,300.00,0.00,0.00,0.00,100.00,200.00,0.00,0.00,0.00,200.00,500.01,400.01,300.00,0.00,300.00,100.00,400.01,200.00,4100.62,700.02,259898.83,3600.49,2900.32
3035.4934,3000.29,4900.79,2709618.75,74684.33,18053539.06,1060491.60,48277.41,2537437.30,555764.79,1200.05,75290.46,46372.42,930237.50,3870796.88,478015.63,2000.14,8702.57,111420.58,14807.47,4400.66,16008.84,81629.80,7101.74,14707.49,18211.69,46978.69,3700.49,17510.96,3000.32,2200.17,500.01,500.01,300.00,800.02,600.01,200.00,100.00,0.00,400.01,0.00,100.00,0.00,1500.08,100.00,144576.57,9903.72,1800.12
3036.0916,2200.16,8102.15,2297559.07,67952.64,31868773.37,1475285.17,22416.71,1902338.11,1143408.59,1200.05,109401.67,92487.62,4340693.73,9316603.61,979660.84,1400.07,4900.81,54099.35,14306.97,12004.93,5401.01,42361.97,16609.54,32536.62,9303.05,18812.63,1200.05,5401.04,3500.44,3800.52,1700.10,900.03,1800.12,1500.08,2500.23,1200.05,600.01,400.01,700.02,700.02,200.00,0.00,1300.06,0.00,98158.58,2600.26,1100.05
3036.6895,3400.38,4900.79,1158907.10,133891.30,81970684.37,3316902.26,32835.83,1411110.97,2829445.51,3800.49,299082.98,175634.35,2849065.44,21720744.77,1882306.84,1600.09,4200.60,30030.64,21415.62,22517.32,2000.14,37247.92,47176.90,80523.92,8602.61,21416.37,1200.05,10003.58,4800.83,8802.78,4800.83,1700.10,3300.39,3200.37,3000.33,2800.29,2000.15,900.03,1700.11,700.02,1600.09,600.01,1100.04,0.00,71993.08,4700.84,1500.09
3037.2876,3900.50,9603.02,921311.22,192520.14,120294207.02,4163480.89,32835.83,975322.63,4371732.62,5501.02,479005.91,204399.56,3298847.82,29417307.10,2677426.88,2900.29,2300.18,25622.31,16509.28,20814.80,1700.10,29429.92,70471.45,133918.19,7501.99,8902.83,1400.07,11905.07,7401.96,9703.38,3200.37,1800.12,3800.52,3500.44,6201.40,5200.98,4400.70,1300.06,2400.21,1500.08,1600.09,200.00,1300.06,0.00,57623.76,7201.97,1900.14
3037.8857,5300.92,25821.86,595609.72,211167.04,140671712.88,4963720.22,31533.04,622817.05,4679563.83,4800.77,523780.81,222152.25,2760258.79,32402131.23,2599677.62,1900.12,3000.31,8902.69,19913.50,26023.14,1800.11,11004.19,68662.77,112839.22,7802.15,2800.28,1200.05,12705.77,6601.56,8602.66,3200.37,1900.13,3700.50,3300.39,3500.44,2500.23,2800.29,900.03,1300.06,900.03,300.00,500.01,1700.11,0.00,50495.06,4800.87,1300.06
3038.4836,4200.58,7701.95,455564.21,202448.80,136535937.10,5298299.94,27625.37,411898.49,4514401.18,3600.44,390161.04,171688.53,724384.18,30529107.61,2975363.65,2000.14,2800.27,7001.67,11004.13,24220.04,700.02,4300.64,54402.23,89073.91,8202.37,2100.16,600.01,14407.42,9102.97,11204.51,2600.24,1800.12,4200.64,3500.44,4200.64,2100.16,2900.31,1600.09,1000.04,900.03,200.00,100.00,2700.27,0.00,38856.31,3700.52,800.02
3039.0818,4600.69,2100.14,401667.63,199408.73,133773484.13,5340815.24,27124.45,413645.75,4682427.09,3000.30,394883.45,179682.43,123815.64,30064979.31,3095261.44,2700.25,2100.15,9803.27,15708.40,22016.56,1200.05,6801.60,66050.63,92495.33,9202.99,3900.54,800.02,14907.95,7401.96,12205.35,4300.66,2000.14,3000.33,4600.77,5501.10,4300.67,2700.27,1400.07,1700.11,1000.04,900.03,600.01,2700.27,0.00,57021.19,4700.84,2400.22
3039.6799,4600.69,2000.13,629440.23,217252.51,131845252.76,5130548.19,33938.28,848520.90,4948215.77,7401.84,561212.16,252227.76,288585.79,31512256.40,2936088.62,1800.11,2800.27,6801.57,12605.41,22417.17,1900.12,12004.98,112435.80,154219.24,9202.99,2400.21,800.02,15708.83,9603.30,14107.15,4700.79,2400.21,4400.70,4600.77,8702.75,5701.18,6101.35,2500.23,3200.37,1500.08,1200.05,400.01,2100.16,0.00,30234.11,6901.81,2300.20
3040.2781,8402.31,1200.05,393147.95,229430.76,142484297.03,5698467.94,30530.98,326528.25,4744584.52,5200.91,810435.79,351109.47,330651.98,32767763.26,3028888.40,2300.18,2100.15,3900.52,9403.01,25021.39,300.00,4400.67,138258.37,223821.48,6101.31,1300.06,500.01,13306.33,9703.37,16009.20,5100.94,2700.26,7301.93,6801.68,10804.24,7802.21,6101.35,3700.50,4300.68,2700.27,2400.21,700.02,2900.31,0.00,30735.24,6601.65,2700.28
3040.8760,10903.89,1200.05,328839.01,237961.33,136366444.73,5368345.99,30029.97,229955.47,5323364.47,10403.63,1056613.18,417908.98,172701.56,31293230.72,3174718.32,2000.14,2300.18,2800.27,12505.33,24420.37,400.01,1900.12,171410.80,294676.68,6801.63,800.02,400.01,13206.24,6601.56,15208.30,5801.21,2900.30,6901.72,8902.87,11604.89,9403.21,8502.63,3800.53,6401.50,2400.21,5000.92,1900.13,3100.35,100.00,29632.76,5701.23,2100.17
3041.4739,11604.40,1700.09,347141.55,282010.42,140911614.04,5367959.29,31332.63,232392.75,5097094.93,16108.71,1500941.16,561019.09,74084.92,31532452.46,3350613.95,2700.25,4000.54,3300.37,11904.83,27425.69,800.02,3300.38,179204.53,366698.22,5200.95,3000.32,500.01,10503.95,6201.38,11604.84,4600.76,3600.47,6501.53,7001.78,11404.72,9903.56,8002.33,3700.50,7702.17,3700.50,5000.92,1100.04,4600.78,0.00,34043.23,7101.91,3400.44
3042.0720,15708.07,1600.08,371818.21,273658.79,137448481.82,5540136.58,31132.21,346776.73,4869125.98,17310.06,1427539.67,582317.29,80820.03,29797127.22,3141649.56,2900.29,3300.37,7401.86,17510.44,24420.37,1500.08,4600.73,163317.87,357778.56,8002.26,1800.12,800.02,12705.77,6101.33,12805.89,4700.79,4800.83,5601.13,6301.44,9103.01,7902.27,7902.27,3500.45,4900.88,2900.31,3900.56,1300.06,10203.82,0.00,34243.74,9003.07,3600.49
3042.6699,15808.17,3700.45,447117.53,271011.65,138358491.39,5751649.66,36644.62,462445.12,5046884.91,21415.39,1118699.61,520169.14,118572.99,31934351.92,3319276.36,2100.15,2400.20,11404.42,67756.08,23819.38,1200.05,6101.29,131596.59,300290.60,8202.37,1500.08,1000.04,16709.99,8002.29,19713.95,7101.81,4400.70,4500.73,6301.44,7001.78,5200.98,6801.68,2800.29,4500.74,3100.35,5200.99,1800.12,16710.26,0.00,30033.65,8502.74,4300.70
3043.2681,11904.63,3100.32,375917.80,265718.77,136207348.57,4810856.34,34138.73,372996.85,5027501.26,46572.75,1253656.30,592093.31,70266.37,29842371.96,3690039.76,2800.27,2900.29,21816.17,104369.87,26423.85,1000.03,8002.21,184672.73,392873.36,9703.32,1700.10,1100.04,17310.72,8002.29,15008.09,6601.57,3800.52,5901.26,7902.26,10804.24,11404.73,10203.79,4400.71,7402.00,5000.92,10203.82,3000.33,15909.30,0.00,45176.10,10103.87,3800.55
3043.8662,16508.91,1900.12,443307.71,281704.81,130004814.00,5475375.40,34740.11,383148.85,5835465.50,95807.35,1574255.79,850730.86,192645.40,29445752.59,3912264.62,3300.37,3400.39,12705.49,57512.49,27826.45,1100.04,4300.64,279171.34,587514.99,9303.05,1900.13,1100.04,15708.83,7602.07,15308.41,6601.57,4500.73,8102.37,9703.41,14107.22,11204.56,13706.83,6001.31,11705.00,8702.77,13406.59,4300.68,6401.51,0.00,30033.65,5401.11,4000.61
3044.4644,20313.49,1300.06,381864.11,314850.29,129933073.73,5323864.97,30029.97,278266.46,4981380.14,91681.48,1733914.91,858140.14,75894.05,30701536.75,3662882.87,4100.57,2600.23,7601.96,43163.39,27225.32,100.00,4500.70,289165.04,553925.63,8502.55,1700.10,1700.10,14307.32,8002.29,12105.26,5801.21,4100.61,7702.15,11304.63,16209.54,13306.43,16309.67,8202.45,9903.58,8902.90,13106.29,2200.18,6101.37,0.00,29432.32,8602.80,4800.88
3045.0623,19812.83,1600.08,346834.64,367623.54,127729587.69,6022424.20,30029.97,284583.74,4980463.48,84941.68,1731276.36,771465.58,62330.95,30947575.24,3905528.40,2500.21,2400.20,10803.97,49583.64,23919.55,800.02,5300.97,265619.41,511399.17,9002.86,2500.22,1000.04,13306.33,8302.47,15108.19,6601.57,5601.13,6201.39,8302.50,15308.51,13106.24,10804.25,5401.06,8902.89,8202.46,12305.55,4400.71,12305.56,0.00,50695.82,7802.31,4000.61
3045.6604,17610.14,1700.09,408342.99,371004.79,136234617.33,5074133.24,30731.39,413234.62,5193642.37,51488.90,1422968.36,496994.04,173308.59,30483366.06,3503109.43,4000.54,2200.16,15207.86,50988.44,24420.37,1800.11,5501.05,202002.33,423212.94,9703.32,4100.60,600.01,15108.16,10003.58,17811.39,6301.43,3600.47,7201.88,6701.63,9203.07,10303.86,7802.21,4200.64,7402.00,3500.45,8002.35,2700.27,13006.21,0.00,32038.30,8602.80,3700.52
3046.2585,14907.27,9102.72,407829.39,306378.59,124214399.83,5111449.60,29428.78,408404.57,4872164.33,29729.66,1172404.32,321243.53,142583.37,31306448.29,3597687.49,3300.37,3400.39,10603.82,37046.71,23518.90,700.02,4800.80,138662.22,294166.43,11204.43,2200.17,1200.05,15909.05,8002.29,16910.27,7001.76,4300.67,6601.58,5601.14,8402.56,7401.99,7902.27,2400.21,4200.64,2000.15,5000.92,2000.15,9503.32,0.00,41765.05,12706.12,4600.81
3046.8562,9302.83,4800.76,370588.55,280074.88,131598065.73,5252497.71,31833.68,388894.41,5493903.45,18511.50,1026383.11,248566.70,144097.94,30761466.39,3566762.08,2900.29,4600.72,14106.76,27425.61,20013.69,1600.09,9202.93,113746.00,236419.90,10503.89,3800.52,700.02,22217.65,11404.65,15708.86,5000.90,3600.47,5200.98,5301.02,5501.10,4700.80,4300.67,3100.35,3100.35,3000.33,2800.29,2200.18,8702.78,0.00,46681.26,10404.10,3300.41
3047.4543,8202.20,3500.40,412657.81,280074.88,129774424.95,4988694.47,28727.43,429174.51,5029973.14,15508.07,782389.55,215860.30,295112.57,28930995.47,3448442.35,3800.49,2600.23,11804.74,43363.98,20113.82,1000.03,8802.68,100447.97,188117.57,10203.67,1800.12,1800.12,17110.47,10203.73,18812.70,4200.63,4100.61,4000.58,2900.30,5501.10,4500.74,5701.18,2500.23,3100.35,1400.07,3600.48,2100.16,8102.41,0.00,38254.58,8002.43,3600.49
3048.0525,10203.40,6401.34,360652.47,379922.58,139058052.19,5251079.81,32434.96,380071.78,4771455.89,16409.04,776702.25,217991.16,695880.47,31484954.73,3481829.07,2100.15,3100.33,19813.34,65746.97,21015.09,1000.03,7401.89,105886.60,171107.92,9603.25,4500.72,1300.06,18011.60,10503.95,16810.15,3700.49,2500.23,5501.09,4100.61,5401.06,5200.98,6101.35,1900.13,3600.47,2700.27,3800.53,1100.04,8402.59,0.00,46279.87,9903.72,3300.41
3048.6504,13405.88,4600.69,416460.01,361068.12,142086833.58,5135596.75,28827.62,525270.61,4689657.33,19312.52,705265.53,211498.10,551173.39,30664622.31,3411086.90,3900.52,3200.35,21215.29,65445.63,20814.80,1900.12,13606.40,113645.20,163318.48,11004.27,5401.04,1100.04,16709.99,9403.16,16009.20,3600.47,3600.47,4800.83,3800.52,5701.18,3800.53,3600.47,2000.15,3400.42,1900.13,3400.42,800.02,10604.13,0.00,83761.25,8002.43,2300.20
3049.2485,7801.99,4100.55,515442.33,324143.95,129063221.67,5178917.67,30831.59,811339.26,5172713.80,17209.94,600505.81,166530.19,431086.72,33211117.80,3434593.04,3400.39,3500.42,26123.19,64742.52,22216.86,1300.06,26023.40,61832.03,122618.47,13806.72,5701.16,1800.12,16709.99,10203.73,14807.87,3600.47,2800.28,2400.21,3400.42,3400.42,3400.42,3900.55,800.02,2500.23,1500.08,6501.55,1400.07,13907.10,100.00,70686.15,8502.74,3800.55
